,model,price,price_score,plate,Reg. year,Fuel,KM driven,Transmission,Engine capacity,Ownership,Make year,Insurance type,Source,variant,car_age,reg_age,ngt_life,ngt_critical,frequency,re_register,km_per_year,is_luxury_brand,ownership_strength
15647,VOLVO XC60,4100000.0,,Lucknow,2022,Petrol,33254,Automatic,1998.0,2,2022,Zero Dep,CarDekho,B5 INSCRIPITION,4,4,11,False,9,True,8313.5,True,0.5
15649,FORD ECOSPORT,350000.0,,Ghaziabad,2016,Petrol,60000,Manual,999.0,1,2016,-,CarDekho, ECOBOOST PLINUM EDITION BSIV,10,10,5,False,314,True,6000.0,False,0.1
15651,DATSUN GO,200000.0,,New Delhi,2014,Petrol,20000,Manual,1198.0,1,2014,-,CarDekho,T BSIV,12,12,3,True,19,False,1666.67,False,0.08333333333333333
15653,TOYOTA INNOVA HYCROSS,2140000.0,,New Delhi,2025,Petrol,4000,Automatic,1987.0,1,2025,Zero Dep,CarDekho,GX 7STR,1,1,14,False,5,False,4000.0,False,1.0
15656,KIA SELTOS,1511000.0,,New Delhi,2024,Petrol,20000,Automatic,1482.0,1,2024,-,CarDekho,GTX PLUS TURBO DCT,2,2,13,False,444,False,10000.0,False,0.5
15657,HYUNDAI VERNA,508000.0,,Gurgaon,2018,Petrol,86191,Manual,1591.0,1,2018,Third Party,CarDekho,VTVT  SX,8,8,7,False,220,True,10773.88,False,0.125
15659,TOYOTA FORTUNER,3400000.0,,Faridabad,2023,Petrol,10000,Manual,2694.0,1,2023,-,CarDekho,4X2,3,3,12,False,24,True,3333.33,False,0.3333333333333333
15660,HYUNDAI SANTRO XING,100000.0,,New Delhi,2011,Petrol,100000,Manual,1086.0,1,2011,-,CarDekho,GLS,15,15,0,True,30,False,6666.67,False,0.06666666666666667
15661,MARUTI WAGON R,335000.0,,New Delhi,2019,CNG,75653,Manual,998.0,1,2019,-,CarDekho, LXI BSIV,7,7,8,False,595,False,10807.57,False,0.14285714285714285
15663,JEEP COMPASS,800000.0,,Faridabad,2018,Petrol,68000,Automatic,1368.0,1,2017,-,CarDekho, LIMITED,9,8,6,False,163,True,7555.56,False,0.1111111111111111
15664,TATA HEXA,725000.0,,New Delhi,2020,Diesel,76000,Automatic,2179.0,1,2020,Comprehensive,CarDekho,XMA,6,6,4,False,41,False,12666.67,False,0.16666666666666666
15665,MERCEDES-BENZ C-CLASS,1950000.0,,Gurgaon,2018,Diesel,48000,Automatic,2143.0,1,2018,Comprehensive,CarDekho,C 220 CDI AVANTGARDE,8,8,2,True,28,True,6000.0,True,0.125
15666,MARUTI BALENO,380000.0,,New Delhi,2016,Petrol,65000,Manual,1197.0,2,2016,-,CarDekho, DELTA,10,10,5,False,493,False,6500.0,False,0.2
15667,NISSAN MAGNITE,340000.0,,Gurgaon,2021,Petrol,69513,Manual,999.0,1,2021,Third Party,CarDekho,XE BSVI,5,5,10,False,87,True,13902.6,False,0.2
15671,TATA TIGOR,500000.0,,Ghaziabad,2022,CNG,76000,Manual,1199.0,1,2022,-,CarDekho,XZ  BSVI,4,4,11,False,74,True,19000.0,False,0.25
15672,SKODA FABIA,150000.0,,New Delhi,2011,Petrol,120000,Manual,1198.0,1,2011,-,CarDekho, MPI AMBITION,15,15,0,True,15,False,8000.0,False,0.06666666666666667
15673,MAHINDRA SCORPIO,700000.0,,pakur,2016,Diesel,60000,Manual,1997.0,1,2016,-,CarDekho,9 S10,10,10,0,True,65,True,6000.0,False,0.1
15674,KIA SELTOS,1355000.0,,New Delhi,2022,Petrol,32000,Automatic,1353.0,1,2022,-,CarDekho,GTX PLUS DCT,4,4,11,False,444,False,8000.0,False,0.25
15675,MARUTI BALENO,340000.0,,New Delhi,2017,Petrol,150000,Automatic,1197.0,3,2017,-,CarDekho, CVT ZETA,9,9,6,False,493,False,16666.67,False,0.3333333333333333
15676,HYUNDAI GRAND I10,300000.0,,New Delhi,2016,Petrol,90000,Manual,1197.0,1,2016,-,CarDekho,SPORTZ,10,10,5,False,457,False,9000.0,False,0.1
15679,MAHINDRA THAR,1190000.0,,Faridabad,2022,Petrol,32000,Automatic,1997.0,2,2022,Comprehensive,CarDekho,LX 4WD HARD TOP  BSVI,4,4,11,False,174,True,8000.0,False,0.5
15680,MERCEDES-BENZ CLA,900000.0,,Hisar,2016,Diesel,122000,Automatic,2143.0,1,2016,-,CarDekho,200 CDI SPORT,10,10,0,True,10,True,12200.0,True,0.1
15682,MARUTI ERTIGA,405000.0,,New Delhi,2016,CNG,89844,Manual,1462.0,1,2016,Third Party,CarDekho,VXI  2022-2023,10,10,5,False,148,False,8984.4,False,0.1
15683,MARUTI BALENO,408000.0,,Faridabad,2018,Petrol,62383,Automatic,1197.0,1,2018,Third Party,CarDekho, CVT DELTA,8,8,7,False,493,True,7797.88,False,0.125
15684,VOLKSWAGEN TAIGUN,875000.0,,Sonipat,2026,Petrol,66000,Manual,999.0,1,2022,Zero Dep,CarDekho, TSI HIGHLINE BSVI,4,0,11,False,52,True,16500.0,False,0.25
15685,TATA TIAGO,325000.0,,Faridabad,2019,Petrol,46000,Manual,1199.0,1,2019,Comprehensive,CarDekho, REVOTRON XM,7,7,8,False,260,True,6571.43,False,0.14285714285714285
15686,HONDA BRIO,312000.0,,Gurgaon,2016,Petrol,5843,Manual,1198.0,1,2016,Comprehensive,CarDekho,S ,10,10,5,False,106,True,584.3,False,0.1
15687,KIA SELTOS,1675000.0,,New Delhi,2023,Petrol,25000,Automatic,1482.0,1,2023,Comprehensive,CarDekho,GTX PLUS TURBO DCT,3,3,12,False,444,False,8333.33,False,0.3333333333333333
15688,FORD ENDEAVOUR,2550000.0,,New Delhi,2019,Diesel,48000,Automatic,2198.0,1,2019,Zero Dep,CarDekho, TITANIUM  4X2,7,7,3,True,11,False,6857.14,False,0.14285714285714285
15691,MARUTI CIAZ,285000.0,,Gurgaon,2015,Petrol,99023,Manual,1373.0,3,2015,-,CarDekho,ZXI,11,11,4,False,268,True,9002.09,False,0.2727272727272727
15693,VOLKSWAGEN AMEO,340000.0,,New Delhi,2017,Petrol,90000,Manual,1198.0,2,2017,-,CarDekho, MPI HIGHLINE,9,9,6,False,18,False,10000.0,False,0.2222222222222222
15695,MG HECTOR,1383000.0,,New Delhi,2023,Petrol,55188,Automatic,1451.0,1,2023,Comprehensive,CarDekho, TURBO SHARP PRO CVT BSVI,3,3,12,False,244,False,18396.0,False,0.3333333333333333
15697,MERCEDES-BENZ AMG A 35,3500000.0,,Chandigarh,2023,Petrol,38000,Automatic,1991.0,2,2023,Zero Dep,CarDekho,4MIC BSVI,3,3,12,False,1,True,12666.67,True,0.6666666666666666
15699,HONDA CITY,467000.0,,Faridabad,2016,Petrol,71603,Manual,1497.0,2,2016,Comprehensive,CarDekho,SV ,10,10,5,False,684,True,7160.3,False,0.2
15700,HYUNDAI GRAND I10,292000.0,,New Delhi,2016,Petrol,26750,Manual,1197.0,1,2016,Third Party,CarDekho, KAPPA SPORTZ BSIV,10,10,5,False,457,False,2675.0,False,0.1
15702,HONDA AMAZE,280000.0,,New Delhi,2017,Petrol,118241,Manual,1198.0,1,2017,Third Party,CarDekho,S I-VTEC,9,9,6,False,408,False,13137.89,False,0.1111111111111111
15704,TOYOTA FORTUNER,3750000.0,,ballabhgarh,2025,Diesel,10000,Manual,2755.0,1,2025,Comprehensive,CarDekho,4X2 ,1,1,9,False,24,True,10000.0,False,1.0
15705,MERCEDES-BENZ E-CLASS,2990000.0,,Gurgaon,2019,Petrol,54000,Automatic,1991.0,1,2019,Zero Dep,CarDekho,EXCLUSIVE E 200 BSIV,7,7,8,False,30,True,7714.29,True,0.14285714285714285
15706,HYUNDAI I10,190000.0,,New Delhi,2013,Petrol,39000,Manual,1086.0,1,2013,Comprehensive,CarDekho,MAGNA ,13,13,2,True,373,False,3000.0,False,0.07692307692307693
15708,HYUNDAI ALCAZAR,1300000.0,,New Delhi,2022,Petrol,83000,Automatic,1999.0,1,2022,Comprehensive,CarDekho,SIGNURE (O) 7-SEER ,4,4,11,False,27,False,20750.0,False,0.25
15709,TOYOTA INNOVA CRYSTA,1848999.9999999998,,New Delhi,2020,Diesel,76000,Automatic,2393.0,1,2020,Comprehensive,CarDekho, ZX ,6,6,4,False,116,False,12666.67,False,0.16666666666666666
15711,HONDA JAZZ,345000.0,,Gurgaon,2016,Petrol,52000,Manual,1199.0,1,2016,Comprehensive,CarDekho, E I VTEC,10,10,5,False,127,True,5200.0,False,0.1
15713,HONDA AMAZE,374000.0,,New Delhi,2017,Petrol,108147,Automatic,1199.0,1,2017,Comprehensive,CarDekho,V CVT  BSIV,9,9,6,False,408,False,12016.33,False,0.1111111111111111
15715,HYUNDAI VERNA,684000.0,,Gurgaon,2018,Petrol,26229,Manual,1591.0,1,2018,Comprehensive,CarDekho, VTVT SX,8,8,7,False,220,True,3278.62,False,0.125
15720,FORD FIGO,254999.99999999997,,New Delhi,2018,Petrol,48000,Manual,1196.0,1,2018,-,CarDekho,P AMBIENTE ,8,8,7,False,62,False,6000.0,False,0.125
15721,MARUTI CIAZ,348000.0,,Gurgaon,2016,Petrol,110428,Manual,1373.0,1,2016,Third Party,CarDekho,VXI PLUS,10,10,5,False,268,True,11042.8,False,0.1
15726,MERCEDES-BENZ E-CLASS,2890000.0,,nurpur,2018,Petrol,48000,Automatic,1991.0,2,2018,-,CarDekho,EXCLUSIVE E 200 BSIV,8,8,7,False,30,True,6000.0,True,0.25
15727,MG HECTOR,755000.0,,New Delhi,2019,Petrol,104398,Automatic,1451.0,2,2019,Third Party,CarDekho, TURBO SHARP PRO CVT BSVI,7,7,8,False,244,False,14914.0,False,0.2857142857142857
15728,HYUNDAI GRAND I10,294000.0,,Gurgaon,2015,Petrol,63507,Manual,1197.0,2,2015,Comprehensive,CarDekho, KAPPA ASTA,11,11,4,False,457,True,5773.36,False,0.18181818181818182
15729,MARUTI BALENO,560000.0,,New Delhi,2022,Petrol,74000,Manual,1197.0,1,2022,Comprehensive,CarDekho,DELTA,4,4,11,False,493,False,18500.0,False,0.25
15730,RENAULT KIGER,563000.0,,Rewari,2022,Petrol,47762,Manual,999.0,1,2022,Comprehensive,CarDekho,RXZ,4,4,11,False,37,True,11940.5,False,0.25
15731,TOYOTA FORTUNER,3725000.0,,Kanpur,2023,Diesel,32000,Automatic,2755.0,1,2023,Comprehensive,CarDekho,4X2  ,3,3,7,False,24,True,10666.67,False,0.3333333333333333
15733,FORD ECOSPORT,296000.0,,New Delhi,2015,Petrol,67000,Manual,1499.0,2,2015,-,CarDekho, TI VCT  TITANIUM,11,11,4,False,314,False,6090.91,False,0.18181818181818182
15734,HONDA AMAZE,369000.0,,Mathura,2017,Petrol,43103,Manual,1199.0,1,2017,Third Party,CarDekho,S  BSIV,9,9,6,False,408,True,4789.22,False,0.1111111111111111
15735,TOYOTA COROLLA ALTIS,369000.0,,Gurgaon,2015,Petrol,84897,Automatic,1798.0,3,2015,Comprehensive,CarDekho,G ,11,11,4,False,43,True,7717.91,False,0.2727272727272727
15736,HYUNDAI CRETA,1250000.0,,Gurgaon,2022,Diesel,60000,Manual,1493.0,1,2022,-,CarDekho,SX  BSVI,4,4,6,False,681,True,15000.0,False,0.25
15738,HONDA CITY,466000.0,,Faridabad,2016,Petrol,80000,Manual,1497.0,1,2016,-,CarDekho,I VTEC VX OPTION BL,10,10,5,False,684,True,8000.0,False,0.1
15740,FORD FIGO,130000.0,,New Delhi,2013,Petrol,75600,Manual,1196.0,2,2013,Third Party,CarDekho, TITANIUM,13,13,2,True,62,False,5815.38,False,0.15384615384615385
15742,MARUTI VITARA BREZZA,540000.0,,New Delhi,2019,Diesel,45142,Manual,1248.0,1,2019,Comprehensive,CarDekho,LDI,7,7,3,True,58,False,6448.86,False,0.14285714285714285
15743,TOYOTA INNOVA CRYSTA,1714999.9999999998,,Lahaul And Spiti,2021,Diesel,101000,Manual,2393.0,1,2021,Zero Dep,CarDekho, G 7 STR,5,5,5,False,116,True,20200.0,False,0.2
15745,RENAULT KWID,297000.0,,New Delhi,2017,Petrol,21736,Automatic,999.0,1,2017,Comprehensive,CarDekho, RXT A OPT,9,9,6,False,190,False,2415.11,False,0.1111111111111111
15746,DATSUN GO PLUS,159000.0,,Gurgaon,2018,Petrol,72560,Manual,1198.0,1,2018,-,CarDekho,D,8,8,7,False,3,True,9070.0,False,0.125
15747,MARUTI ERTIGA,780000.0,,New Delhi,2019,Petrol,54000,Manual,1462.0,1,2019,Comprehensive,CarDekho,ZXI PLUS ,7,7,8,False,148,False,7714.29,False,0.14285714285714285
15748,MAHINDRA THAR,1080000.0,,Ghaziabad,2021,Petrol,53047,Automatic,1997.0,1,2021,Comprehensive,CarDekho,LX HARD TOP ,5,5,10,False,174,True,10609.4,False,0.2
15749,CHEVROLET CAPTIVA,545000.0,,Gurgaon,2015,Diesel,58386,Automatic,2231.0,2,2015,-,CarDekho,  AWD,11,11,-1,True,1,True,5307.82,False,0.18181818181818182
15751,TOYOTA GLANZA,584000.0,,Faridabad,2021,Petrol,28280,Automatic,1197.0,2,2021,Third Party,CarDekho,G CVT,5,5,10,False,56,True,5656.0,False,0.4
15752,HYUNDAI I20,930000.0000000001,,HR98,2024,Petrol,14174,Manual,1197.0,1,2024,Comprehensive,CarDekho,ASTA ,2,2,13,False,314,True,7087.0,False,0.5
15753,MARUTI CELERIO,300000.0,,New Delhi,2017,Petrol,60000,Automatic,998.0,2,2017,-,CarDekho,ZXI A BSIV,9,9,6,False,170,False,6666.67,False,0.2222222222222222
15755,KIA SELTOS,1107000.0,,HR98,2022,Petrol,40060,Automatic,1353.0,2,2022,Third Party,CarDekho,GTX PLUS DCT,4,4,11,False,444,True,10015.0,False,0.5
15757,MARUTI ALTO 800,254999.99999999997,,Gurgaon,2020,Petrol,75860,Manual,796.0,2,2020,Third Party,CarDekho,VXI BSVI,6,6,9,False,57,True,12643.33,False,0.3333333333333333
15758,KIA SELTOS,1100000.0,,Faridabad,2021,Petrol,54000,Manual,1353.0,1,2021,-,CarDekho,GTX PLUS,5,5,10,False,444,True,10800.0,False,0.2
15760,TATA NEXON,528000.0,,New Delhi,2020,Diesel,105184,Manual,1497.0,1,2020,Comprehensive,CarDekho,XZ PLUS (O) ,6,6,4,False,367,False,17530.67,False,0.16666666666666666
15761,HYUNDAI CRETA,590000.0,,New Delhi,2016,Petrol,65000,Manual,1591.0,2,2016,Comprehensive,CarDekho, VTVT SX PLUS SE,10,10,5,False,681,False,6500.0,False,0.2
15764,BMW 6 SERIES,3000000.0,,Gurgaon,2019,Petrol,40000,Automatic,1998.0,1,2019,-,CarDekho,GT 630I LUXURY LINE 2018-2021,7,7,8,False,9,True,5714.29,False,0.14285714285714285
15765,HONDA CITY,548000.0,,Gurgaon,2019,Petrol,74408,Manual,1497.0,2,2019,Third Party,CarDekho, V ,7,7,8,False,684,True,10629.71,False,0.2857142857142857
15767,TATA NEXON,725000.0,,Bareilly,2022,Petrol,23311,Automatic,1199.0,1,2022,Third Party,CarDekho,XZA PLUS (O) A,4,4,11,False,367,True,5827.75,False,0.25
15768,TATA HEXA,725000.0,,Gurgaon,2019,Diesel,100000,Manual,2179.0,1,2019,-,CarDekho,XM,7,7,3,True,41,True,14285.71,False,0.14285714285714285
15769,HONDA CITY,140000.0,,New Delhi,2011,Petrol,61000,Manual,1497.0,1,2011,-,CarDekho,E,15,15,0,True,684,False,4066.67,False,0.06666666666666667
15770,MAHINDRA THAR,925000.0,,Noida,2021,Petrol,32689,Manual,1997.0,1,2021,Third Party,CarDekho,LX 4WD HARD TOP BSVI,5,5,10,False,174,True,6537.8,False,0.2
15771,HYUNDAI I10,529000.0,,Faridabad,2022,Petrol,57247,Manual,1197.0,1,2022,Third Party,CarDekho,SPORTZ ,4,4,11,False,373,True,14311.75,False,0.25
15772,TATA SAFARI,1390000.0,,HR98,2023,Diesel,77000,Automatic,1956.0,1,2023,Comprehensive,CarDekho,XZA PLUS 6 STR  DARK EDITION BSVI,3,3,7,False,46,True,25666.67,False,0.3333333333333333
15773,JAGUAR XJ,3100000.0,,Jaipur,2017,Petrol,95000,Automatic,1999.0,2,2017,-,CarDekho, PORTFOLIO,9,9,6,False,6,True,10555.56,False,0.2222222222222222
15774,HONDA AMAZE,560000.0,,HR98,2021,Petrol,111217,Automatic,1199.0,1,2020,-,CarDekho,VX CVT ,6,5,9,False,408,True,18536.17,False,0.16666666666666666
15775,KIA SYROS,1170000.0,,Gurgaon,2025,Petrol,1890,Manual,998.0,1,2025,-,CarDekho,HTK PLUS TURBO,1,1,14,False,8,True,1890.0,False,1.0
15776,MARUTI SWIFT DZIRE,240000.0,,New Delhi,2014,Petrol,65372,Manual,1197.0,1,2014,Third Party,CarDekho,VXI,12,12,3,True,92,False,5447.67,False,0.08333333333333333
15777,FORD ECOSPORT,256999.99999999997,,Gurgaon,2014,Petrol,96082,Manual,1499.0,2,2014,-,CarDekho, TI VCT  TITANIUM,12,12,3,True,314,True,8006.83,False,0.16666666666666666
15779,MAHINDRA THAR,1150000.0,,Faridabad,2021,Diesel,69000,Automatic,2184.0,2,2021,Comprehensive,CarDekho,LX 4WD HARD TOP   BSVI,5,5,5,False,174,True,13800.0,False,0.4
15780,MARUTI SWIFT DZIRE,493000.0,,New Delhi,2020,Petrol,53370,Automatic,1197.0,1,2020,Third Party,CarDekho,A ZXI,6,6,9,False,92,False,8895.0,False,0.16666666666666666
15781,MARUTI ERTIGA,1085000.0,,New Delhi,2024,CNG,24500,Manual,1462.0,1,2024,Comprehensive,CarDekho,VXI ,2,2,13,False,148,False,12250.0,False,0.5
15782,HYUNDAI SANTRO,415000.00000000006,,Gurgaon,2021,Petrol,17400,Manual,1086.0,1,2021,Comprehensive,CarDekho,SPORTZ,5,5,10,False,136,True,3480.0,False,0.2
15788,MERCEDES-BENZ C-CLASS,3600000.0,,Agra,2022,Diesel,57458,Automatic,1950.0,2,2022,Zero Dep,CarDekho,PROGRESSIVE C 220D,4,4,6,False,28,True,14364.5,True,0.5
15789,FORD ECOSPORT,527000.0,,Noida,2019,Petrol,83286,Manual,1496.0,1,2019,Comprehensive,CarDekho,TITANIUM,7,7,8,False,314,True,11898.0,False,0.14285714285714285
15791,HONDA CITY,424000.0,,Noida,2015,Petrol,106278,Automatic,1497.0,1,2015,Comprehensive,CarDekho,I VTEC CVT VX,11,11,4,False,684,True,9661.64,False,0.09090909090909091
15792,HYUNDAI VENUE,522000.0,,Ghaziabad,2021,Petrol,62519,Manual,1197.0,2,2021,Zero Dep,CarDekho,S,5,5,10,False,235,True,12503.8,False,0.4
15796,HONDA ELEVATE,1354000.0,,New Delhi,2023,Petrol,26316,Automatic,1498.0,1,2023,Comprehensive,CarDekho,ZX CVT NON RF,3,3,12,False,19,False,8772.0,False,0.3333333333333333
15799,TATA TIAGO,349000.0,,New Delhi,2020,Petrol,35954,Manual,1199.0,1,2020,-,CarDekho, REVOTRON XB,6,6,9,False,260,False,5992.33,False,0.16666666666666666
15802,HYUNDAI CRETA,750000.0,,New Delhi,2018,Petrol,65000,Manual,1591.0,2,2018,-,CarDekho, VTVT SX PLUS,8,8,7,False,681,False,8125.0,False,0.25
15810,MARUTI WAGON R,395000.0,,New Delhi,2021,Petrol,55000,Manual,998.0,1,2021,Third Party,CarDekho,VXI OPT,5,5,10,False,595,False,11000.0,False,0.2
15812,VOLKSWAGEN POLO,225999.99999999997,,New Delhi,2014,Petrol,65813,Manual,1198.0,2,2014,Third Party,CarDekho, MPI COMFORTLINE,12,12,3,True,114,False,5484.42,False,0.16666666666666666
15813,HYUNDAI SANTRO XING,80000.0,,New Delhi,2011,Petrol,120000,Manual,1086.0,1,2011,-,CarDekho,GLS,15,15,0,True,30,False,8000.0,False,0.06666666666666667
15814,HYUNDAI I20 ACTIVE,365000.0,,New Delhi,2016,Petrol,60000,Manual,1197.0,2,2016,Third Party,CarDekho, S,10,10,5,False,3,False,6000.0,False,0.2
15815,HYUNDAI CRETA,640000.0,,New Delhi,2017,Petrol,70000,Manual,1591.0,1,2017,-,CarDekho, VTVT SX PLUS,9,9,6,False,681,False,7777.78,False,0.1111111111111111
15816,HONDA AMAZE,294000.0,,New Delhi,2014,Petrol,60000,Manual,1198.0,1,2014,Zero Dep,CarDekho,S I-VTECH,12,12,3,True,408,False,5000.0,False,0.08333333333333333
15818,MARUTI BALENO,373000.0,,New Delhi,2016,Petrol,85218,Manual,1197.0,1,2016,Third Party,CarDekho, ALPHA,10,10,5,False,493,False,8521.8,False,0.1
15820,MARUTI BALENO,525000.0,,New Delhi,2017,Petrol,54000,Automatic,1197.0,1,2017,-,CarDekho, CVT ALPHA,9,9,6,False,493,False,6000.0,False,0.1111111111111111
15821,HONDA JAZZ,409999.99999999994,,New Delhi,2015,Petrol,76000,Automatic,1199.0,1,2015,-,CarDekho, V  I VTEC,11,11,4,False,127,False,6909.09,False,0.09090909090909091
15822,HONDA CITY,322000.0,,Gurgaon,2017,Petrol,95744,Manual,1497.0,1,2016,Comprehensive,CarDekho,I VTEC SV,10,9,5,False,684,True,9574.4,False,0.1
15823,HYUNDAI XCENT,287000.0,,New Delhi,2015,Petrol,77454,Manual,1197.0,1,2015,Comprehensive,CarDekho, VTVT S,11,11,4,False,61,False,7041.27,False,0.09090909090909091
15824,LAND ROVER DISCOVERY 4,1575000.0,,Gurgaon,2016,Diesel,100000,Automatic,2993.0,2,2016,-,CarDekho,SDV6 HSE,10,10,0,True,1,True,10000.0,True,0.2
15829,MARUTI SX4,245000.00000000003,,New Delhi,2013,Petrol,30000,Manual,1586.0,1,2012,-,CarDekho,VXI,14,13,1,True,15,False,2142.86,False,0.07142857142857142
15830,HYUNDAI CRETA,380000.0,,New Delhi,2016,Petrol,70369,Manual,1591.0,2,2016,Third Party,CarDekho, E PLUS,10,10,5,False,681,False,7036.9,False,0.2
15832,MARUTI VITARA BREZZA,500000.0,,Faridabad,2017,Diesel,78000,Manual,1248.0,1,2017,Comprehensive,CarDekho,VDI OPTION,9,9,1,True,58,True,8666.67,False,0.1111111111111111
15833,MARUTI RITZ,180000.0,,Faridabad,2013,Petrol,72000,Manual,1197.0,2,2012,Comprehensive,CarDekho,ZXI,14,13,1,True,51,True,5142.86,False,0.14285714285714285
15834,HYUNDAI GRAND I10,310000.0,,New Delhi,2016,Petrol,67000,Manual,1197.0,1,2016,Comprehensive,CarDekho,SPORTZ,10,10,5,False,457,False,6700.0,False,0.1
15835,HYUNDAI I20,249000.00000000003,,New Delhi,2012,Petrol,60441,Manual,1197.0,1,2012,Comprehensive,CarDekho,SPORTZ ,14,14,1,True,314,False,4317.21,False,0.07142857142857142
15836,TOYOTA FORTUNER,865000.0,,Gurgaon,2014,Diesel,200000,Manual,2982.0,1,2014,-,CarDekho,4X2 MANUAL,12,12,-2,True,24,True,16666.67,False,0.08333333333333333
15837,MARUTI BALENO,430000.0,,New Delhi,2017,Petrol,60000,Manual,1197.0,1,2017,Comprehensive,CarDekho, DELTA,9,9,6,False,493,False,6666.67,False,0.1111111111111111
15838,MARUTI RITZ,125000.0,,New Delhi,2012,Petrol,65700,Manual,1197.0,1,2011,Third Party,CarDekho,VXI,15,14,0,True,51,False,4380.0,False,0.06666666666666667
15840,TOYOTA CAMRY,890000.0,,New Delhi,2016,Petrol,142000,Automatic,2494.0,1,2016,Zero Dep,CarDekho,HYBRID,10,10,5,False,23,False,14200.0,False,0.1
15843,AUDI Q3,720000.0,,Yamuna Nagar,2016,Diesel,90000,Automatic,1968.0,4,2016,-,CarDekho,35 TDI QUTRO PREMIUM PLUS,10,10,0,True,19,True,9000.0,True,0.4
15844,HYUNDAI CRETA,476000.0,,New Delhi,2015,Petrol,74000,Manual,1591.0,1,2015,Third Party,CarDekho, VTVT S,11,11,4,False,681,False,6727.27,False,0.09090909090909091
15845,HYUNDAI CRETA,513000.0,,Gurgaon,2016,Petrol,113521,Automatic,1591.0,1,2016,Third Party,CarDekho, VTVT  SX PLUS,10,10,5,False,681,True,11352.1,False,0.1
15846,HONDA JAZZ,333000.0,,New Delhi,2017,Petrol,30396,Manual,1199.0,1,2017,-,CarDekho, S I VTEC,9,9,6,False,127,False,3377.33,False,0.1111111111111111
15848,MARUTI BALENO,353000.0,,New Delhi,2016,Diesel,100967,Manual,1248.0,1,2016,Comprehensive,CarDekho,DELTA ,10,10,0,True,493,False,10096.7,False,0.1
15849,AUDI A6,1473000.0,,Gurgaon,2017,Diesel,36000,Automatic,1968.0,1,2017,Comprehensive,CarDekho,35 TDI,9,9,1,True,11,True,4000.0,True,0.1111111111111111
15853,MARUTI BALENO,334000.0,,Noida,2016,Diesel,65416,Manual,1248.0,2,2016,Comprehensive,CarDekho,DELTA ,10,10,0,True,493,True,6541.6,False,0.2
15857,HYUNDAI CRETA,626000.0,,New Delhi,2017,Petrol,28281,Automatic,1591.0,1,2017,-,CarDekho, VTVT  SX PLUS,9,9,6,False,681,False,3142.33,False,0.1111111111111111
15858,TOYOTA COROLLA ALTIS,165000.0,,New Delhi,2011,Petrol,65000,Manual,1798.0,2,2011,-,CarDekho,GL,15,15,0,True,43,False,4333.33,False,0.13333333333333333
15860,HONDA CITY,290000.0,,Bareilly,2014,Petrol,29450,Manual,1497.0,1,2014,Third Party,CarDekho,I VTEC SV,12,12,3,True,684,True,2454.17,False,0.08333333333333333
15861,MERCEDES-BENZ GLE,2675000.0,,Gurgaon,2017,Petrol,89000,Automatic,2996.0,2,2017,Comprehensive,CarDekho,400 4MIC,9,9,6,False,10,True,9888.89,True,0.2222222222222222
15863,MARUTI WAGON R,125000.0,,Gurgaon,2011,Petrol,67800,Manual,998.0,2,2011,Third Party,CarDekho,LXI BS IV,15,15,0,True,595,True,4520.0,False,0.13333333333333333
15864,HYUNDAI CRETA,595000.0,,Faridabad,2016,Diesel,91000,Automatic,1582.0,2,2016,Comprehensive,CarDekho, CRDI  SX PLUS,10,10,0,True,681,True,9100.0,False,0.2
15865,TOYOTA FORTUNER,2140000.0,,Faridabad,2017,Diesel,99000,Automatic,2755.0,1,2017,Comprehensive,CarDekho, 2WD  BSIV,9,9,1,True,24,True,11000.0,False,0.1111111111111111
15866,SKODA RAPID,198000.0,,ballabhgarh,2013,Petrol,75000,Manual,1598.0,1,2013,Third Party,CarDekho, MPI ACTIVE,13,13,2,True,32,True,5769.23,False,0.07692307692307693
15868,HYUNDAI CRETA,520000.0,,Gurgaon,2017,Diesel,120000,Manual,1582.0,1,2017,-,CarDekho, CRDI SX,9,9,1,True,681,True,13333.33,False,0.1111111111111111
15869,HYUNDAI I20,325000.0,,New Delhi,2015,Petrol,46000,Manual,1197.0,1,2015,Comprehensive,CarDekho,SPORTZ ,11,11,4,False,314,False,4181.82,False,0.09090909090909091
15871,MARUTI BALENO,319000.0,,Gurgaon,2017,Petrol,79385,Manual,1197.0,2,2017,Comprehensive,CarDekho, ZETA,9,9,6,False,493,True,8820.56,False,0.2222222222222222
15873,RENAULT DUSTER,409999.99999999994,,New Delhi,2016,Petrol,68000,Manual,1598.0,1,2016,Third Party,CarDekho, RXL,10,10,5,False,79,False,6800.0,False,0.1
15875,SKODA SUPERB,1400000.0,,Gurgaon,2017,Petrol,96200,Automatic,1798.0,2,2017,Third Party,CarDekho,LK  TSI ,9,9,6,False,31,True,10688.89,False,0.2222222222222222
15876,MAHINDRA SCORPIO,690000.0,,New Delhi,2017,Diesel,60000,Manual,2179.0,2,2017,Third Party,CarDekho,S4 PLUS,9,9,1,True,65,False,6666.67,False,0.2222222222222222
15877,TOYOTA CAMRY,1475000.0,,New Delhi,2017,Petrol,85000,Automatic,2494.0,2,2017,-,CarDekho, HYBRID,9,9,6,False,23,False,9444.44,False,0.2222222222222222
